,S.No,BrandName,Product ID,Product Name,Brand Desc,Product Size,Currency,MRP,SellPrice,Discount,Category,delta
686,687,allen solly,ALLEN SOLLY221,ALLEN SOLLY221 - Westernwear-Women,printed polyester v neck womens dress - pink,Size:Small,Rs.,2699.0,1619,40% off,Westernwear-Women,1080.0
687,688,allen solly,ALLEN SOLLY222,ALLEN SOLLY222 - Westernwear-Women,solid polyester womens top - red,Size:Small,Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
688,689,allen solly,ALLEN SOLLY223,ALLEN SOLLY223 - Westernwear-Women,regular fit regular length womens jeans - mid blue,Size:34,Rs.,2499.0,1499,40% off,Westernwear-Women,1000.0
689,690,allen solly,ALLEN SOLLY224,ALLEN SOLLY224 - Westernwear-Women,solid cotton regular neck womens top - green,"Size:Large,Medium,Small",Rs.,1499.0,999,33% off,Westernwear-Women,500.0
690,691,allen solly,ALLEN SOLLY225,ALLEN SOLLY225 - Westernwear-Women,solid polyester round neck womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1999.0,1599,20% off,Westernwear-Women,400.0
691,692,allen solly,ALLEN SOLLY226,ALLEN SOLLY226 - Westernwear-Women,checks polyester regular neck womens t-shirt - olive,"Size:Large,Medium,Small,X-Large",Rs.,1699.0,1499,12% off,Westernwear-Women,200.0
692,693,allen solly,ALLEN SOLLY227,ALLEN SOLLY227 - Westernwear-Women,printed cotton regular fit womens trousers - multi,"Size:26,28,30,32,34,36",Rs.,1599.0,959,40% off,Westernwear-Women,640.0
693,694,allen solly,ALLEN SOLLY228,ALLEN SOLLY228 - Westernwear-Women,printed viscose v neck womens top - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1699.0,1019,40% off,Westernwear-Women,680.0
694,695,allen solly,ALLEN SOLLY229,ALLEN SOLLY229 - Westernwear-Women,solid regular fit cotton womens casual trousers - mid blue,"Size:26,28,30,32,34,36",Rs.,1599.0,1279,20% off,Westernwear-Women,320.0
695,696,allen solly,ALLEN SOLLY230,ALLEN SOLLY230 - Westernwear-Women,solid v-neck polyester womens sheath dress - olive,"Size:X-Small,XXX-Large",Rs.,2999.0,1799,40% off,Westernwear-Women,1200.0
696,697,allen solly,ALLEN SOLLY231,ALLEN SOLLY231 - Westernwear-Women,solid cotton round neck womens regular fit top - white,Size:X-Small,Rs.,2499.0,1499,40% off,Westernwear-Women,1000.0
697,698,allen solly,ALLEN SOLLY232,ALLEN SOLLY232 - Westernwear-Women,regular fit regular length cotton blend womens jeans - navy,Size:26,Rs.,2299.0,1379,40% off,Westernwear-Women,920.0
698,699,allen solly,ALLEN SOLLY233,ALLEN SOLLY233 - Westernwear-Women,solid polyester womens casual jacket - grey,"Size:X-Large,XX-Large",Rs.,5499.0,3299,40% off,Westernwear-Women,2200.0
699,700,allen solly,ALLEN SOLLY234,ALLEN SOLLY234 - Westernwear-Women,solid viscose round neck womens top - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1899.0,1139,40% off,Westernwear-Women,760.0
700,701,allen solly,ALLEN SOLLY235,ALLEN SOLLY235 - Westernwear-Women,stripes viscose v neck womens top - light blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,1899.0,1139,40% off,Westernwear-Women,760.0
701,702,allen solly,ALLEN SOLLY236,ALLEN SOLLY236 - Lingerie&Nightwear-Women,cotton regular fit womens activewear t-shirt - pink,"Size:Large,Medium,Small,X-Large",Rs.,0.9,799,10% off,Lingerie&Nightwear-Women,-798.1
702,703,allen solly,ALLEN SOLLY237,ALLEN SOLLY237 - Lingerie&Nightwear-Women,cotton regular fit womens activewear t-shirt - green,"Size:Large,Medium,Small,X-Large",Rs.,0.9,799,10% off,Lingerie&Nightwear-Women,-798.1
703,704,allen solly,ALLEN SOLLY238,ALLEN SOLLY238 - Lingerie&Nightwear-Women,cotton regular fit womens activewear t-shirt - blue,"Size:Large,Medium,Small,X-Large",Rs.,0.9,799,10% off,Lingerie&Nightwear-Women,-798.1
704,705,allen solly,ALLEN SOLLY239,ALLEN SOLLY239 - Lingerie&Nightwear-Women,cotton regular fit womens activewear t-shirt - navy,"Size:Large,Medium,Small",Rs.,0.9,799,10% off,Lingerie&Nightwear-Women,-798.1
705,706,allen solly tribe,ALLEN SOLLY TRIBE1,ALLEN SOLLY TRIBE1 - Westernwear-Women,solid cotton round neck womens active wear t-shirt - grey,"Size:Large,Medium,Small,X-Large",Rs.,0.9,899,10% off,Westernwear-Women,-898.1
706,707,allen solly tribe,ALLEN SOLLY TRIBE2,ALLEN SOLLY TRIBE2 - Westernwear-Women,solid cotton round neck womens active wear t-shirt - grey,"Size:Large,Medium,Small,X-Large",Rs.,8.9,999,10% off,Westernwear-Women,-990.1
707,708,allen solly tribe,ALLEN SOLLY TRIBE3,ALLEN SOLLY TRIBE3 - Westernwear-Women,solid cotton round neck womens tank top - black,"Size:Large,Medium,Small,X-Large",Rs.,0.9,899,10% off,Westernwear-Women,-898.1
708,709,allen solly tribe,ALLEN SOLLY TRIBE4,ALLEN SOLLY TRIBE4 - Westernwear-Women,regular fit regular length cotton womens leggings - ltgrey,"Size:28,30,32,34",Rs.,8.9,1299,10% off,Westernwear-Women,-1290.1
709,710,allen solly tribe,ALLEN SOLLY TRIBE5,ALLEN SOLLY TRIBE5 - Westernwear-Women,solid regular fit polyester cotton womens active wear shorts - pink,"Size:28,30,32,34,36",Rs.,8.9,1299,10% off,Westernwear-Women,-1290.1
710,711,allen solly tribe,ALLEN SOLLY TRIBE6,ALLEN SOLLY TRIBE6 - Westernwear-Women,solid regular fit polyester cotton womens trousers - navy,"Size:28,30,32,34,36",Rs.,8.9,1799,10% off,Westernwear-Women,-1790.1
711,712,allen solly tribe,ALLEN SOLLY TRIBE7,ALLEN SOLLY TRIBE7 - Westernwear-Women,solid regular fit polyester cotton womens active wear shorts - black,"Size:28,30,32,34,36",Rs.,8.9,1299,10% off,Westernwear-Women,-1290.1
712,713,allen solly tribe,ALLEN SOLLY TRIBE8,ALLEN SOLLY TRIBE8 - Westernwear-Women,solid regular fit polyester cotton womens trousers - red,"Size:30,32,34,36",Rs.,8.9,1799,10% off,Westernwear-Women,-1790.1
713,714,allen solly tribe,ALLEN SOLLY TRIBE9,ALLEN SOLLY TRIBE9 - Westernwear-Women,regular fit regular length cotton womens leggings - pink,"Size:30,32,34",Rs.,8.9,1299,10% off,Westernwear-Women,-1290.1
714,715,allen solly tribe,ALLEN SOLLY TRIBE10,ALLEN SOLLY TRIBE10 - Westernwear-Women,solid cotton round neck womens tank top - navy,"Size:Large,Medium,Small,X-Large",Rs.,0.9,899,10% off,Westernwear-Women,-898.1
715,716,allen solly tribe,ALLEN SOLLY TRIBE11,ALLEN SOLLY TRIBE11 - Westernwear-Women,solid regular fit polyester cotton womens trousers - olive,"Size:28,30,32,34,36",Rs.,8.9,1799,10% off,Westernwear-Women,-1790.1
716,717,allen solly tribe,ALLEN SOLLY TRIBE12,ALLEN SOLLY TRIBE12 - Westernwear-Women,regular fit regular length cotton womens leggings - pink,"Size:30,32,34",Rs.,8.9,1299,10% off,Westernwear-Women,-1290.1
717,718,allen solly tribe,ALLEN SOLLY TRIBE13,ALLEN SOLLY TRIBE13 - Westernwear-Women,regular fit regular length cotton womens leggings - ltgrey,"Size:28,30,32,34",Rs.,8.9,1299,10% off,Westernwear-Women,-1290.1
718,719,allen solly tribe,ALLEN SOLLY TRIBE14,ALLEN SOLLY TRIBE14 - Westernwear-Women,regular fit regular length cotton womens leggings - navy,"Size:28,30,32,34",Rs.,8.9,1299,10% off,Westernwear-Women,-1290.1
719,720,allen solly tribe,ALLEN SOLLY TRIBE15,ALLEN SOLLY TRIBE15 - Westernwear-Women,solid cotton round neck womens active wear t-shirt - black,"Size:Large,Medium,Small,X-Large",Rs.,8.9,999,10% off,Westernwear-Women,-990.1
720,721,altlife,ALTLIFE1,ALTLIFE1 - Westernwear-Women,printed skinny fit cotton blend womens active wear track pants - grey,"Size:28,30,32,34,36",Rs.,999.0,499,50% off,Westernwear-Women,500.0
721,722,altlife,ALTLIFE2,ALTLIFE2 - Westernwear-Women,solid polyester blend ankle length womens tights - misty lilac,"Size:28,30,32,34,36",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
722,723,altlife,ALTLIFE3,ALTLIFE3 - Westernwear-Women,printed polyester blend regular neck womens t-shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
723,724,altlife,ALTLIFE4,ALTLIFE4 - Westernwear-Women,solid cotton full length womens joggers - black,"Size:28,30,32,34,36",Rs.,999.0,499,50% off,Westernwear-Women,500.0
724,725,altlife,ALTLIFE5,ALTLIFE5 - Westernwear-Women,patch work cotton regular neck womens top and shorts - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
725,726,altlife,ALTLIFE6,ALTLIFE6 - Westernwear-Women,printed polyester blend regular neck womens t-shirt - old rose,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,799.0,399,50% off,Westernwear-Women,400.0
726,727,altlife,ALTLIFE7,ALTLIFE7 - Westernwear-Women,printed cotton stretch full length womens joggers - black,"Size:28,30,32,34,36",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
727,728,altlife,ALTLIFE8,ALTLIFE8 - Westernwear-Women,solid polyester blend ankle length womens tights - black,"Size:28,30,32,34,36",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
728,729,altlife,ALTLIFE9,ALTLIFE9 - Westernwear-Women,printed cotton round neck womens active wear t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,399.0,199,50% off,Westernwear-Women,200.0
729,730,altlife,ALTLIFE10,ALTLIFE10 - Westernwear-Women,printed cotton regular neck womens t-shirt - wine,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,499.0,249,50% off,Westernwear-Women,250.0
730,731,altlife,ALTLIFE11,ALTLIFE11 - Westernwear-Women,regular fit thigh length cotton womens active wear shorts - black,"Size:28,30,32,34,36",Rs.,499.0,249,50% off,Westernwear-Women,250.0
731,732,altlife,ALTLIFE12,ALTLIFE12 - Westernwear-Women,solid polyester blend ankle length womens tights - dark grey,"Size:28,30,32,34,36",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
732,733,altlife,ALTLIFE13,ALTLIFE13 - Westernwear-Women,solid cotton full length womens joggers - lilac,"Size:28,30,32,34,36",Rs.,999.0,499,50% off,Westernwear-Women,500.0
733,734,altlife,ALTLIFE14,ALTLIFE14 - Westernwear-Women,printed polyester blend regular neck womens t-shirt - aqua,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
734,735,altlife,ALTLIFE15,ALTLIFE15 - Westernwear-Women,printed cotton round neck womens active wear t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,399.0,199,50% off,Westernwear-Women,200.0
735,736,altlife,ALTLIFE16,ALTLIFE16 - Westernwear-Women,printed regular viscose blend womens active wear t-shirt - anthra melange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
736,737,altlife,ALTLIFE17,ALTLIFE17 - Westernwear-Women,printed cotton round neck womens active wear t-shirt - ocean,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,399.0,199,50% off,Westernwear-Women,200.0
737,738,altlife,ALTLIFE18,ALTLIFE18 - Westernwear-Women,printed cotton regular neck womens t-shirt - lime green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,499.0,249,50% off,Westernwear-Women,250.0
738,739,altlife,ALTLIFE19,ALTLIFE19 - Westernwear-Women,regular fit thigh length cotton womens active wear shorts - yellow,"Size:28,30,32,34,36",Rs.,499.0,249,50% off,Westernwear-Women,250.0
739,740,altlife,ALTLIFE20,ALTLIFE20 - Westernwear-Women,solid skinny fit cotton blend womens active wear tights - blush,"Size:28,30,32,34,36",Rs.,999.0,499,50% off,Westernwear-Women,500.0
740,741,altlife,ALTLIFE21,ALTLIFE21 - Westernwear-Women,printed cotton regular neck womens regular dress - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,999.0,499,50% off,Westernwear-Women,500.0
741,742,altlife,ALTLIFE22,ALTLIFE22 - Westernwear-Women,solid cotton round neck womens active wear t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,399.0,199,50% off,Westernwear-Women,200.0
742,743,altlife,ALTLIFE23,ALTLIFE23 - Westernwear-Women,printed cotton regular neck womens t-shirt - lime green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,499.0,249,50% off,Westernwear-Women,250.0
743,744,altlife,ALTLIFE24,ALTLIFE24 - Westernwear-Women,solid skinny fit womens active wear tights - black,"Size:28,30,32,34,36",Rs.,999.0,499,50% off,Westernwear-Women,500.0
744,745,altlife,ALTLIFE25,ALTLIFE25 - Westernwear-Women,solid cotton round neck womens active wear t-shirt - lilac,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,399.0,199,50% off,Westernwear-Women,200.0
745,746,altlife,ALTLIFE26,ALTLIFE26 - Westernwear-Women,printed polyester blend regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
746,747,altlife,ALTLIFE27,ALTLIFE27 - Westernwear-Women,printed polyester blend regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
747,748,altlife,ALTLIFE28,ALTLIFE28 - Westernwear-Women,solid polyester blend ankle length womens tights - wine,"Size:28,30,32,34,36",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
748,749,altlife,ALTLIFE29,ALTLIFE29 - Westernwear-Women,regular fit thigh length cotton womens active wear shorts - black,"Size:28,30,32,34,36",Rs.,499.0,249,50% off,Westernwear-Women,250.0
749,750,altlife,ALTLIFE30,ALTLIFE30 - Westernwear-Women,solid polyester blend ankle length womens tights - old rose,"Size:28,30,32,34,36",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
750,751,altlife,ALTLIFE31,ALTLIFE31 - Westernwear-Women,printed cotton round neck womens active wear t-shirt - berry,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,399.0,199,50% off,Westernwear-Women,200.0
751,752,altlife,ALTLIFE32,ALTLIFE32 - Westernwear-Women,printed cotton round neck womens active wear t-shirt - fuschia,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,399.0,199,50% off,Westernwear-Women,200.0
752,753,altlife,ALTLIFE33,ALTLIFE33 - Westernwear-Women,printed cotton regular neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
753,754,altlife,ALTLIFE34,ALTLIFE34 - Westernwear-Women,printed cotton round neck womens active wear t-shirt - anthra,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,399.0,199,50% off,Westernwear-Women,200.0
754,755,altlife,ALTLIFE35,ALTLIFE35 - Westernwear-Women,solid skinny fit cotton blend womens active wear tights - black,"Size:28,30,32,34,36",Rs.,999.0,499,50% off,Westernwear-Women,500.0
755,756,altlife,ALTLIFE36,ALTLIFE36 - Westernwear-Women,printed polyester blend regular neck womens t-shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
756,757,altlife,ALTLIFE37,ALTLIFE37 - Westernwear-Women,printed cotton round neck womens active wear t-shirt - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,399.0,199,50% off,Westernwear-Women,200.0
757,758,altlife,ALTLIFE38,ALTLIFE38 - Westernwear-Women,solid cotton full length womens joggers - wine,"Size:28,30,32,34,36",Rs.,999.0,499,50% off,Westernwear-Women,500.0
758,759,altlife,ALTLIFE39,ALTLIFE39 - Westernwear-Women,regular fit thigh length cotton womens active wear shorts - blush,"Size:28,30,32,34,36",Rs.,499.0,249,50% off,Westernwear-Women,250.0
759,760,altlife,ALTLIFE40,ALTLIFE40 - Westernwear-Women,solid cotton stretch full length womens joggers - wine,"Size:28,30,32,34,36",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
760,761,altlife,ALTLIFE41,ALTLIFE41 - Westernwear-Women,colour block cotton regular neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,499.0,249,50% off,Westernwear-Women,250.0
761,762,altlife,ALTLIFE42,ALTLIFE42 - Westernwear-Women,regular fit thigh length cotton womens active wear shorts - lime green,"Size:28,30,32,34,36",Rs.,499.0,249,50% off,Westernwear-Women,250.0
762,763,altlife,ALTLIFE43,ALTLIFE43 - Westernwear-Women,printed polyester blend regular neck womens t-shirt - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
763,764,altlife,ALTLIFE44,ALTLIFE44 - Westernwear-Women,printed cotton stretch regular neck womens sweatshirt - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
764,765,altlife,ALTLIFE45,ALTLIFE45 - Westernwear-Women,printed polyester blend regular neck womens t-shirt - old rose,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
765,766,altlife,ALTLIFE46,ALTLIFE46 - Westernwear-Women,printed cotton regular neck womens top and shorts - anthra melange,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
766,767,altlife,ALTLIFE47,ALTLIFE47 - Westernwear-Women,printed cotton blend ankle length womens active wear tights - black,"Size:28,30,32,34,36",Rs.,999.0,499,50% off,Westernwear-Women,500.0
767,768,altlife,ALTLIFE48,ALTLIFE48 - Westernwear-Women,solid cotton full length womens joggers - sage,"Size:28,30,32,34,36",Rs.,999.0,499,50% off,Westernwear-Women,500.0
768,769,altlife,ALTLIFE49,ALTLIFE49 - Westernwear-Women,solid polyester blend ankle length womens active wear joggers - blush,"Size:28,30,32,34,36",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
769,770,altlife,ALTLIFE50,ALTLIFE50 - Westernwear-Women,solid cotton stretch full length womens joggers - dusty pink,"Size:28,30,32,34,36",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
770,771,altlife,ALTLIFE51,ALTLIFE51 - Westernwear-Women,solid cotton regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,499.0,249,50% off,Westernwear-Women,250.0
771,772,altlife,ALTLIFE52,ALTLIFE52 - Westernwear-Women,solid polyester blend womens active wear bralette - misty lilac,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,899.0,449,50% off,Westernwear-Women,450.0
772,773,altlife,ALTLIFE53,ALTLIFE53 - Westernwear-Women,solid polyester regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,699.0,349,50% off,Westernwear-Women,350.0
773,774,altlife,ALTLIFE54,ALTLIFE54 - Westernwear-Women,solid cotton regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
774,775,altlife,ALTLIFE55,ALTLIFE55 - Westernwear-Women,printed cotton blend regular neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,499.0,249,50% off,Westernwear-Women,250.0
775,776,altlife,ALTLIFE56,ALTLIFE56 - Westernwear-Women,printed cotton regular neck womens t-shirt - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,499.0,249,50% off,Westernwear-Women,250.0
776,777,altlife,ALTLIFE57,ALTLIFE57 - Westernwear-Women,regular fit thigh length cotton womens active wear shorts - blush,"Size:28,30,32,34,36",Rs.,499.0,249,50% off,Westernwear-Women,250.0
777,778,altlife,ALTLIFE58,ALTLIFE58 - Westernwear-Women,printed cotton round neck womens active wear t-shirt - plum,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,399.0,199,50% off,Westernwear-Women,200.0
778,779,altlife,ALTLIFE59,ALTLIFE59 - Westernwear-Women,printed cotton regular neck womens t-shirt - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,499.0,249,50% off,Westernwear-Women,250.0
779,780,altlife,ALTLIFE60,ALTLIFE60 - Westernwear-Women,printed cotton regular neck womens top and shorts - royal blue,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
780,781,altlife,ALTLIFE61,ALTLIFE61 - Westernwear-Women,printed cotton regular neck womens top and shorts - black,"Size:Large,Medium,Small,X-Large,XX-Large",Rs.,1299.0,649,50% off,Westernwear-Women,650.0
781,782,altlife,ALTLIFE62,ALTLIFE62 - Westernwear-Women,solid polyester blend womens active wear bralette - black,"Size:Large,Medium,Small,X-Large,X-Small",Rs.,899.0,449,50% off,Westernwear-Women,450.0
782,783,altlife,ALTLIFE63,ALTLIFE63 - Westernwear-Women,printed viscose blend regular neck womens t-shirt - lime green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,599.0,299,50% off,Westernwear-Women,300.0
783,784,altlife,ALTLIFE64,ALTLIFE64 - Westernwear-Women,printed cotton regular neck womens t-shirt - olive,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Rs.,499.0,249,50% off,Westernwear-Women,250.0
